1,2,375146,101,3
1,4,177847,102,2
1,3,728374,103,1
1,1,563404,104,2
1,5,833880,105,1
1,1,825872,106,1
1,6,629545,107,3
1,6,638653,108,2
1,1,148062,109,2
1,3,509761,110,1
1,4,124552,111,2
1,3,688896,112,1
1,1,884136,113,3
1,6,347166,114,1
1,5,195628,115,2
1,3,306729,116,1
1,5,945469,117,3
1,2,272241,118,1
1,5,735363,119,2
1,5,389244,120,1
1,1,123715,121,1
1,4,617379,122,1
1,3,550693,123,1
1,3,524438,124,2
1,5,297187,125,3
1,5,801745,126,2
1,2,636090,127,1
1,3,321767,128,3
1,2,861801,129,1
1,3,839212,130,2
1,1,791893,131,1
1,6,874730,132,3
1,5,582255,133,3
1,5,168323,134,1
1,6,666623,135,1
1,6,641077,136,3
1,1,332241,137,1
1,4,573918,138,2
1,6,287001,139,2
1,3,887583,140,1
1,1,959142,141,1
1,6,547589,142,1
1,2,287603,143,2
1,4,391311,144,3
1,5,377181,145,1
1,4,956734,146,2
1,2,366954,147,1
1,5,935910,148,3
1,2,261048,149,3
1,2,626105,150,2
1,5,637132,151,1
1,6,817305,152,3
1,1,799549,153,2
1,4,630639,154,1
1,2,462013,155,3
1,6,362844,156,2
1,5,518164,157,2
1,2,510275,158,2
1,2,189620,159,3
1,2,765543,160,2
1,4,812282,161,1
1,5,673829,162,1
1,2,727417,163,2
1,2,394834,164,3
1,1,187893,165,3
1,3,901611,166,3
1,3,189748,167,3
1,5,550749,168,1
1,1,598474,169,2
1,1,709840,170,2
1,3,636172,171,1
1,3,457429,172,1
1,5,368749,173,1
1,5,841567,174,3
1,4,680272,175,1
1,2,204932,176,2
1,1,620810,177,2
1,2,552577,178,1
1,2,639303,179,2
1,4,319369,180,2
1,1,826259,181,3
1,3,259769,182,3
1,3,263732,183,2
1,6,865211,184,2
1,1,489600,185,3
1,2,440658,186,1
1,6,758845,187,3
1,3,777895,188,1
1,1,860088,189,2
1,4,462984,190,3
1,2,313753,191,1
1,2,471534,192,3
1,1,711337,193,2
1,5,416744,194,1
1,4,183161,195,2
1,2,422404,196,2
1,1,242668,197,1
1,3,610556,198,3
1,1,598252,199,2
1,5,180991,1100,1
2,6,502680,201,1
2,1,648336,202,2
2,6,303585,203,2
2,3,820380,204,1
2,5,758939,205,2
2,2,727679,206,1
2,4,939767,207,1
2,3,343252,208,3
2,3,726625,209,3
2,3,285394,210,1
2,5,892686,211,1
2,4,278197,212,3
2,2,430889,213,2
2,6,501692,214,1
2,5,620614,215,2
2,1,333782,216,2
2,4,763470,217,3
2,1,774695,218,1
2,6,665922,219,3
2,6,597319,220,1
2,3,610373,221,1
2,4,531928,222,1
2,6,272357,223,1
2,2,528298,224,1
2,3,874199,225,2
2,1,784855,226,2
2,3,960235,227,3
2,6,353086,228,2
2,2,327511,229,2
2,1,352863,230,2
2,5,231467,231,1
2,6,799665,232,1
2,4,342131,233,3
2,1,148045,234,2
2,6,935628,235,3
2,3,969741,236,3
2,4,786384,237,2
2,6,331435,238,3
2,1,194999,239,2
2,6,437701,240,2
2,4,939762,241,2
2,2,173878,242,1
2,5,131604,243,2
2,2,400541,244,2
2,3,168746,245,2
2,2,593225,246,2
2,6,245627,247,3
2,3,867158,248,1
2,2,930483,249,1
2,4,237819,250,3
2,3,664670,251,3
2,1,204653,252,1
2,3,200798,253,3
2,1,811005,254,1
2,5,639577,255,1
2,1,874716,256,2
2,4,178912,257,1
2,3,201720,258,2
2,3,193875,259,1
2,3,309589,260,3
2,5,597566,261,1
2,4,354481,262,3
2,1,968792,263,3
2,1,492253,264,2
2,2,818425,265,2
2,3,695159,266,1
2,6,611562,267,1
2,3,195112,268,3
2,3,469829,269,1
2,3,409989,270,2
2,1,414792,271,1
2,1,352224,272,3
2,2,432840,273,2
2,4,410051,274,1
2,6,504450,275,3
2,1,693345,276,3
2,2,857903,277,3
2,5,590354,278,2
2,3,486338,279,3
2,2,537192,280,3
2,4,607013,281,3
2,6,300223,282,1
2,2,245592,283,3
2,4,529724,284,1
2,4,723711,285,1
2,3,678379,286,3
2,1,190548,287,3
2,1,156337,288,1
2,3,854944,289,1
2,5,871869,290,1
2,1,468858,291,3
2,3,827522,292,2
2,5,634739,293,1
2,2,946463,294,3
2,6,611839,295,2
2,4,140728,296,3
2,6,977342,297,2
2,6,581730,298,3
2,4,249821,299,1
2,2,631109,2100,1
3,2,173818,301,1
3,6,475549,302,3
3,5,242646,303,2
3,5,496483,304,3
